age,income,education,married,children,purchase_amount,gender_Female,gender_Male,occupation_Artist,occupation_Businessman,occupation_Doctor,occupation_Engineer,occupation_HR,occupation_Housewife,occupation_Lawyer,occupation_Retired,occupation_Salesman,occupation_Scientist,occupation_Unemployed,beauty,books,clothing,electronics,food,furniture,home,sports
40,45066.5044884805,3,0,0,116.78329271247183,True,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,1,0,0,0
39,49085.69918031724,3,1,1,121.22945505453912,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0,1,1,0,1,1,1
32,36146.83670639826,4,0,2,83.12030457860966,True,False,False,False,False,False,False,False,False,False,False,False,True,1,0,1,0,0,0,0,0
45,56602.80893400951,2,1,1,78.52273163760745,False,True,False,False,False,False,False,False,False,False,False,False,True,0,1,0,0,1,0,1,0
27,68397.54698864091,4,0,0,112.9638007008773,True,False,False,False,False,False,False,False,True,False,False,False,False,0,0,1,0,0,0,1,0
43,33119.936096198006,4,1,2,105.218356555107,True,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,1,1,1
40,51449.97423768423,2,0,2,116.0286044345949,False,True,False,False,False,False,False,False,False,False,True,False,False,1,0,0,0,1,0,0,1
21,62830.305497927926,4,1,3,110.3581944530527,False,True,True,False,False,False,False,False,False,False,False,False,False,0,1,1,0,0,0,0,0
23,34254.05279002315,1,1,2,130.64115207014385,False,True,False,False,False,False,False,False,False,False,True,False,False,0,0,0,1,0,0,0,0
27,63702.74349838551,2,0,0,119.10013203260044,True,False,False,False,False,True,False,False,False,False,False,False,False,0,0,1,0,0,1,1,0
20,53776.89007347047,4,1,3,88.91429419371693,True,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0,0,0
59,35396.79420292174,4,0,1,96.68617087427288,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,1,1,0,0
18,50555.00690918843,2,0,2,100.16194345622178,False,True,False,False,False,False,False,False,False,False,False,False,True,0,1,1,0,0,1,1,0
43,60714.310922134246,2,0,0,82.93118324189238,False,True,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,1,0,0,1
53,58979.33233486721,2,0,1,125.2601817968784,False,True,False,True,False,False,False,False,False,False,False,False,False,1,0,0,0,0,1,0,0
60,59239.53794202423,3,1,0,99.08761132175826,True,False,False,False,False,True,False,False,False,False,False,False,False,0,1,1,0,0,0,0,0
44,65932.61566790804,3,1,2,113.2281811463642,True,False,False,False,False,False,False,False,False,True,False,False,False,1,1,1,1,0,0,0,0
54,54102.22753942059,3,0,0,80.43196504374527,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,1,1,1
33,38869.70870576182,2,1,1,90.24910153166492,False,True,False,False,False,False,False,False,False,False,False,False,True,0,0,1,0,1,1,0,0
24,53418.61750317434,2,1,3,108.92604908858333,True,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,1,1,0,0
35,46538.87463878977,3,1,2,23.48217865480868,False,True,False,False,False,False,False,False,True,False,False,False,False,1,1,0,0,0,0,1,1
26,47481.54559063414,2,0,0,83.18107139113769,True,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,1
61,51521.59125560802,1,0,3,88.5317052648853,True,False,False,False,False,False,False,False,False,False,True,False,False,1,0,0,0,0,1,0,0
35,45614.25216943895,2,1,0,78.71164352404385,False,True,False,False,False,False,False,False,False,False,False,True,False,0,1,0,0,0,0,0,1
41,57031.16321333612,4,0,1,93.09414464623516,False,True,False,False,False,False,False,False,True,False,False,False,False,0,1,0,1,0,0,0,0
32,44584.11446772123,3,1,2,119.36373421043017,True,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,1,0,1
55,52499.67940979167,4,1,2,123.30731706841648,False,True,False,False,False,False,False,False,False,False,False,False,True,0,0,1,1,0,0,0,0
34,48360.45274053898,1,0,2,75.7950285638356,True,False,False,False,False,True,False,False,False,False,False,False,False,0,1,0,0,1,0,0,0
46,41199.72353531758,4,0,1,67.29213657060845,True,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,1,0
21,44809.05022573047,1,0,1,94.48629031640314,True,False,False,False,False,False,False,False,False,True,False,False,False,0,1,0,0,0,0,0,1
35,45517.55198334695,1,1,2,110.90969372304818,False,True,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,1,0,0,0
44,57831.43175671826,1,0,3,89.72880978667123,False,True,False,False,False,False,True,False,False,False,False,False,False,1,1,0,0,0,0,0,1
49,42753.940199312434,2,0,2,88.39402123482489,False,True,False,False,False,False,False,True,False,False,False,False,False,0,0,1,1,0,1,0,0
32,47893.126204116445,1,1,0,108.25888539358031,False,True,True,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,1,0,0
30,29273.93397121176,1,0,0,89.12027915438674,False,True,False,False,False,False,False,True,False,False,False,False,False,1,1,1,0,1,1,0,0
35,47390.23011900672,1,0,1,80.40300464993274,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,1,0,0,1
48,33634.99655024438,1,0,2,126.41456145198627,False,True,False,False,False,False,False,False,False,True,False,False,False,0,0,1,0,1,0,1,0
62,48488.95930163161,3,1,1,112.83001920805256,True,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,1,0,1
54,63255.85939174057,3,0,1,91.1384744455676,False,True,False,False,False,False,False,False,False,False,True,False,False,1,0,1,0,1,0,0,0
34,53086.91859232807,1,0,2,74.05089974569457,True,False,False,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,0
56,35728.64358049464,3,1,0,96.8695507917666,True,False,False,False,False,False,True,False,False,False,False,False,False,0,1,0,1,0,0,0,0
39,58249.94489204221,2,1,0,116.63505401532473,True,False,False,False,False,False,False,False,True,False,False,False,False,0,0,1,0,0,1,0,0
58,53062.40245619837,1,0,0,73.69688942563435,True,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,0,0,0,0,1
37,46650.49954217442,4,0,2,133.04391530760842,False,True,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,1,1,0,0
31,60923.08337204218,2,0,1,102.70001979740589,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,1,0,0,1,1
53,38637.42929207304,1,0,0,101.65350813846904,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,1,0,0,1
47,52988.44368909029,2,0,3,111.5715387283907,False,True,False,False,False,False,False,False,False,False,False,False,True,1,0,0,0,0,0,0,1
56,54051.97368604007,3,1,1,118.24245359997045,True,False,False,False,False,False,False,False,True,False,False,False,False,0,1,0,1,0,0,1,1
46,57992.49442266574,4,0,2,116.82083341203604,True,False,False,False,False,False,True,False,False,False,False,False,False,0,1,1,1,0,0,0,0
41,54250.881063107576,3,0,0,97.91563568775426,False,True,True,False,False,False,False,False,False,False,False,False,False,1,0,0,1,0,1,0,0
48,41650.54510039622,4,0,0,113.03893889296543,True,False,False,False,False,False,True,False,False,False,False,False,False,0,0,1,0,1,0,0,0
33,56422.455507926206,3,0,0,95.28561324396004,True,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,1,1,0,0,0
39,36566.46557612868,4,1,1,94.07067107699858,True,False,False,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,1,1,1
47,48538.94615443873,1,1,3,109.39807811147716,True,False,False,False,False,False,False,False,False,True,False,False,False,0,0,1,1,0,1,0,1
54,52303.07723869363,2,0,1,105.60740067635992,False,True,False,False,False,False,False,False,False,False,False,False,True,1,1,1,0,0,1,0,0
29,47337.44094980996,1,1,2,70.98480914570175,False,True,True,False,False,False,False,False,False,False,False,False,False,0,1,0,0,1,1,0,0
27,37032.971292498165,4,0,1,109.64007239240158,True,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,1,0,0,0,1
20,47648.4107379928,2,0,3,113.77953494839176,True,False,False,True,False,False,False,False,False,False,False,False,False,1,1,1,0,0,1,0,1
64,42640.782476570064,4,1,1,123.29745653379452,False,True,True,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,1,0,1
41,36821.03325713752,3,0,3,119.83469994873658,False,True,False,False,True,False,False,False,False,False,False,False,False,1,0,1,0,1,0,1,0
44,35888.96151171611,4,0,1,105.33877405278056,True,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,1,0,1,0
45,45783.47636662303,3,0,3,99.61785541811406,True,False,False,False,True,False,False,False,False,False,False,False,False,0,0,1,0,1,1,0,1
19,36509.35770600978,3,1,3,93.82924763384308,False,True,False,True,False,False,False,False,False,False,False,False,False,1,1,1,0,1,1,0,0
41,56426.43011867058,3,0,2,131.0451871128722,False,True,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0
22,66830.16655755516,4,1,2,116.4827741315722,True,False,False,False,False,False,False,False,False,False,False,True,False,0,1,0,1,0,0,0,1
39,46833.86716910568,2,1,3,96.50828191838453,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,1,1,0,0
42,64690.87629865308,3,0,3,130.4284956648322,True,False,False,False,False,False,False,False,False,True,False,False,False,0,0,1,1,0,0,0,0
56,44004.427144659785,2,1,2,62.51597507240682,True,False,False,False,False,False,False,False,True,False,False,False,False,1,0,0,0,1,0,0,1
61,46579.48989473206,4,1,1,125.11346385915468,True,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,1,0
27,26245.61910645944,1,1,3,71.93094852515895,True,False,False,False,False,False,False,False,False,False,True,False,False,0,0,1,0,0,0,0,1
43,29124.32852735492,3,1,2,70.18500655024778,False,True,False,False,False,False,False,False,False,False,True,False,False,1,1,0,0,1,0,1,0
37,44886.230996883154,4,0,1,60.39720115302345,False,True,False,False,False,False,False,False,False,False,False,False,True,1,1,0,1,0,1,1,0
53,54557.10049011267,3,0,3,131.50609914585812,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,1,0,0
45,41053.2845160507,2,1,1,81.74568489644285,True,False,False,False,False,False,True,False,False,False,False,False,False,0,0,1,1,0,1,1,0
20,72598.35597184114,1,1,3,115.25233103201728,True,False,False,False,False,False,False,False,False,True,False,False,False,0,0,1,0,0,0,0,0
40,47145.00109266772,4,0,1,87.76564110803037,False,True,False,False,False,False,False,False,False,False,False,False,True,1,0,0,0,1,0,0,0
55,55071.6724697658,3,0,1,124.69149888265056,True,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0
59,41978.09075425507,1,1,3,103.1111652805983,False,True,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1
36,61879.6694018148,3,0,1,112.46339882122746,True,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,1,1,0,1,0
41,44560.76227688072,1,0,2,62.16655771666649,True,False,False,False,True,False,False,False,False,False,False,False,False,1,1,0,0,1,1,0,0
52,63613.41389730793,4,0,0,73.92775359382246,True,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,1,0,0,0,0
19,52800.79900321993,3,1,2,74.3576752887383,True,False,False,True,False,False,False,False,False,False,False,False,False,1,0,0,0,1,1,0,0
29,38250.27020222521,4,0,0,103.03331380896891,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0,1,1,0,0,0,0
42,41194.191582965264,4,1,3,95.6589265002918,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,1,0,1,0
30,61057.66369388685,3,1,2,77.28159275257957,False,True,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,1,0,1,0
50,47681.15802984606,2,0,3,111.61081741756098,False,True,True,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,0,0,1
39,45233.60461994349,1,0,1,116.47261762275018,True,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0,0,0,0,0,1
44,60611.73358515707,4,1,3,113.03921529844828,False,True,False,False,False,False,False,True,False,False,False,False,False,1,1,0,1,0,0,1,1
22,40453.36992840582,1,0,1,105.0858374174458,False,True,True,False,False,False,False,False,False,False,False,False,False,0,0,1,1,0,0,0,1
40,62705.94170498924,4,0,1,88.3570070630924,True,False,False,False,False,False,False,False,False,False,False,True,False,0,1,0,0,0,1,0,0
54,49443.01839627725,4,0,1,90.27205811772576,True,False,False,False,False,False,True,False,False,False,False,False,False,0,0,1,1,0,0,0,1
20,50953.96654861433,1,0,3,108.10829946614784,True,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,1,0,1,0
28,50571.62612186552,3,1,2,103.5763577916829,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,1,1
57,39046.7164379395,1,1,1,119.35176975773304,True,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,0,0,1
32,68796.6893854037,2,0,1,130.2738166381532,False,True,False,True,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0
47,27916.38922238473,2,1,0,78.89490022885984,True,False,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0,0,1,0
34,39252.21736310488,2,0,1,95.4287600062728,False,True,False,False,False,True,False,False,False,False,False,False,False,0,1,0,1,0,1,1,1
37,54879.34590182958,3,0,0,109.77813520325746,False,True,False,False,False,False,False,False,True,False,False,False,False,1,0,1,0,1,1,1,0
44,49351.395472467535,2,1,0,127.08201818563906,True,False,False,False,False,False,True,False,False,False,False,False,False,1,0,1,0,0,0,0,0
55,21908.86775911469,3,0,3,116.66591237408446,False,True,False,False,False,False,True,False,False,False,False,False,False,0,1,0,1,1,1,0,1
21,66994.2637507839,2,0,0,87.0046718827789,True,False,False,False,False,False,False,False,False,False,False,True,False,1,0,0,1,0,0,1,0
23,48055.14246247523,1,1,0,108.64069428596868,False,True,False,False,False,False,False,False,False,False,False,True,False,1,0,0,0,0,0,0,1
24,51232.01185548718,1,0,3,93.6730581519776,False,True,False,False,False,False,False,False,False,False,False,False,True,1,0,0,0,0,0,0,1
46,40719.24708514342,3,1,3,109.00215464974816,False,True,False,False,False,False,False,False,False,True,False,False,False,0,1,0,0,1,0,0,0
47,43563.85934377434,4,0,3,81.86617697780821,False,True,False,False,False,False,True,False,False,False,False,False,False,0,1,0,1,1,1,1,1
44,42781.111885967,3,1,2,90.7769637879708,False,True,True,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,1,0,0
22,57509.61438617323,4,0,1,104.05655679981518,True,False,False,False,False,False,False,False,True,False,False,False,False,1,0,1,0,0,1,0,0
62,43026.44816557667,4,0,3,99.55564673828384,False,True,False,True,False,False,False,False,False,False,False,False,False,0,1,1,0,1,0,0,0
54,39974.989240399154,3,1,1,136.77205264742793,False,True,True,False,False,False,False,False,False,False,False,False,False,0,0,0,0,1,0,1,0
32,70912.80523798552,1,0,2,113.48583931040896,False,True,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,1
28,56613.14042908389,4,0,0,98.93271600430484,True,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,1,0,0,0,0
26,53746.93885546601,3,0,3,93.46822977176124,True,False,False,True,False,False,False,False,False,False,False,False,False,1,1,0,0,0,1,0,1
39,56555.458046402746,4,1,1,78.97722132884218,False,True,False,False,False,False,True,False,False,False,False,False,False,0,1,0,1,0,1,0,0
41,33475.08810078427,3,0,3,70.22472904538064,False,True,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,1,1,1
27,49110.78875727596,1,1,2,121.06869467109776,False,True,False,False,False,False,False,False,False,False,True,False,False,1,0,1,1,0,0,0,0
22,57405.95775859099,3,0,2,107.39742591174472,False,True,False,False,False,False,False,False,False,False,False,True,False,1,0,0,0,1,0,0,0
62,58368.00490153972,1,0,3,79.11250599193681,True,False,False,False,True,False,False,False,False,False,False,False,False,0,0,1,0,0,0,1,1
55,48795.60963522114,3,0,2,83.70797923132285,True,False,False,False,False,False,False,False,False,False,False,True,False,1,0,1,0,1,1,0,1
43,50788.83391934666,2,1,0,79.12279139327808,True,False,False,False,False,False,False,False,False,False,False,False,True,1,1,0,0,0,1,0,0
57,53642.21130460265,2,1,2,89.61891329064512,False,True,False,False,False,False,False,False,False,False,False,True,False,0,1,0,0,0,0,0,0
34,41303.999602529504,3,1,1,109.06321891314175,False,True,False,False,False,False,False,False,False,False,False,False,True,0,1,0,1,0,0,0,0
59,36903.15285412055,3,1,2,106.07934075867897,True,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,1,1,0,0
63,37861.43323636148,1,1,1,119.2399540537984,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0,1,1,0,0,0,1
20,57448.01752281252,3,1,1,72.92766006409589,False,True,False,False,True,False,False,False,False,False,False,False,False,1,0,1,1,1,0,0,0
62,46256.74610823087,2,0,1,109.17615033248812,True,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,1,1
36,48255.139854459725,4,1,2,93.7258186053573,True,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1
26,42913.94573633365,3,0,0,101.57780415818424,True,False,False,True,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,1,0
38,36743.1312122322,4,0,1,96.64352867146864,False,True,False,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,0,1,0
33,59276.64071846823,2,0,0,93.97854221272269,True,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0,1,0,0,0,0
64,53248.831384286605,2,1,3,98.37764243920368,True,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,1,1,0
48,39170.48803990317,1,0,0,126.10951233542715,False,True,False,True,False,False,False,False,False,False,False,False,False,1,1,1,0,0,0,1,1
18,58824.01354378132,4,1,0,92.00137533677916,True,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,1,1,0,0
59,43545.97733473034,1,0,1,92.14486488766988,True,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,0,1,0,1,0
21,44251.887415391575,3,1,0,140.77516732205515,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,1
54,36266.02183560609,2,1,2,82.05803437534581,False,True,False,False,False,False,False,True,False,False,False,False,False,1,0,0,0,1,1,0,0
40,54143.32364861283,4,1,3,115.49412380783534,True,False,False,False,False,False,False,False,False,True,False,False,False,0,1,1,0,1,1,0,0
18,44604.8401678066,1,0,3,108.4863493792308,False,True,False,False,True,False,False,False,False,False,False,False,False,1,0,0,1,1,0,0,1
23,28079.68846638936,1,0,0,128.02082726269714,True,False,False,False,False,False,False,False,False,False,True,False,False,1,0,0,0,1,1,0,1
37,54685.005796549456,3,0,1,84.70651098282748,False,True,False,False,False,False,False,False,False,False,False,False,True,0,0,1,1,0,0,0,0
33,38307.75524973478,2,1,3,98.95695948779586,False,True,False,False,False,False,True,False,False,False,False,False,False,0,1,0,0,1,0,1,0
62,54196.97148605321,4,0,3,90.61037680052362,True,False,False,False,False,False,False,False,False,True,False,False,False,0,1,0,0,0,0,1,1
51,58535.69950373172,3,1,3,108.7609283393455,False,True,False,True,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,1
41,66567.64549574167,1,1,3,108.87026373484493,False,True,False,False,True,False,False,False,False,False,False,False,False,1,0,0,1,0,0,0,0
55,55536.327624024576,4,0,2,119.9266257557682,True,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,1,0,0
21,46798.14525197002,3,0,1,106.23452906167968,False,True,True,False,False,False,False,False,False,False,False,False,False,1,0,0,1,0,0,0,0
40,48932.785377122535,3,0,1,104.25121054913528,True,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0,0,0,1,0,1
42,48971.14270991375,1,1,1,139.12107018290007,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0,1,0,0,1,0,0
30,48530.66004964723,3,0,3,122.6342595115206,True,False,False,False,True,False,False,False,False,False,False,False,False,0,1,1,0,1,0,0,0
51,46159.35454786641,3,0,0,107.42382260357014,True,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,1,1
47,43016.63255485853,1,0,0,75.61913317135048,True,False,False,True,False,False,False,False,False,False,False,False,False,1,0,0,1,1,1,0,1
26,45732.05278833717,4,0,0,138.39956164142174,True,False,False,False,False,False,False,True,False,False,False,False,False,1,0,0,1,0,1,0,1
57,48126.5179817407,2,0,0,104.5500708714376,True,False,False,False,False,False,False,False,False,False,False,True,False,0,1,0,0,1,0,0,0
21,39625.00934458176,3,0,1,128.181747420429,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0,1,1,0,0,0,1
18,49562.14626378223,1,0,0,137.46715690337015,True,False,False,False,True,False,False,False,False,False,False,False,False,0,0,1,0,0,1,0,0
27,30102.29138905194,1,0,3,140.17482691331958,True,False,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,1,0,0,0
23,51517.670416047375,1,0,0,118.9010243370256,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0,1,0,1,0,0,0
59,51481.458972886496,2,0,0,58.54558048407459,True,False,False,False,False,True,False,False,False,False,False,False,False,0,0,1,0,0,0,1,0
38,43147.80277049182,4,1,3,93.58074462439204,False,True,False,True,False,False,False,False,False,False,False,False,False,0,1,0,1,1,0,1,1
52,58027.58293805442,3,0,1,92.4463079613362,True,False,False,False,False,False,False,True,False,False,False,False,False,1,0,0,0,1,0,0,0
45,48503.85923670309,4,1,3,136.79945635350592,True,False,False,False,False,False,True,False,False,False,False,False,False,1,1,0,1,0,1,0,0
59,42451.48244604557,3,1,3,112.5906023603631,False,True,False,False,False,True,False,False,False,False,False,False,False,0,0,1,1,1,0,0,1
60,50431.636570588445,2,1,1,79.22696871803446,True,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,1,0,0
54,53217.359196663565,1,1,0,98.19527564545032,True,False,False,False,False,False,False,False,False,True,False,False,False,0,0,1,0,0,0,0,0
40,51511.52902179815,4,1,0,141.56029256402297,False,True,False,False,False,False,True,False,False,False,False,False,False,0,0,1,0,1,1,0,1
39,46009.60860774928,1,0,0,92.912146533842,True,False,False,False,False,False,False,False,False,False,False,False,True,1,1,0,0,1,0,1,0
36,60276.9066417438,3,0,1,101.15587068448336,False,True,False,False,True,False,False,False,False,False,False,False,False,1,0,0,0,0,0,1,1
36,42307.87715016747,4,1,1,87.76531709466308,True,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,0,0,0
19,43404.12310099796,3,0,1,126.46304260933088,False,True,False,False,False,False,False,False,False,False,False,True,False,1,1,1,1,0,1,0,1
30,40618.08528673968,3,0,0,117.4809277921444,False,True,False,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0
29,35452.399524518936,3,0,3,118.77061841275204,True,False,False,False,False,False,False,True,False,False,False,False,False,0,1,0,0,0,1,0,0
42,35369.92427364635,3,1,0,64.95648257446953,False,True,False,False,False,False,False,False,False,False,True,False,False,0,0,1,0,0,0,0,0
25,54395.75374909397,4,1,0,95.62623660676054,False,True,False,False,False,True,False,False,False,False,False,False,False,0,1,1,0,1,0,0,0
36,25732.93326186289,4,1,1,100.39740339372187,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,1,0
18,44180.99517084494,2,0,2,107.31560656368538,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,1
39,42688.76158577064,4,1,3,85.21486076411912,False,True,False,False,False,False,False,False,False,False,False,True,False,1,0,0,1,0,1,0,0
42,44918.97591265311,4,1,0,101.35327020601872,False,True,False,False,False,False,False,False,False,False,True,False,False,0,1,1,0,0,0,0,1
48,37569.84645945821,2,0,3,96.00961340741296,False,True,False,False,False,False,True,False,False,False,False,False,False,0,0,0,1,0,0,0,0
50,67793.79889002843,2,0,1,90.1789250437175,False,True,False,False,False,True,False,False,False,False,False,False,False,1,1,1,0,0,1,1,0
20,41701.21488145471,1,1,0,32.59863747510559,True,False,False,False,False,False,False,False,False,False,False,True,False,0,1,1,0,1,1,0,1
34,41043.60032190227,4,0,0,103.55780464628236,False,True,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,1,0,0,1
19,49492.50628737649,4,1,2,87.33877806859425,True,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,1,1
64,44473.184479532174,4,0,1,102.94011490995976,True,False,False,False,False,False,False,False,False,True,False,False,False,0,0,1,1,0,0,1,1
30,36201.17655085632,4,0,3,115.09213751553376,False,True,False,False,False,False,False,True,False,False,False,False,False,1,1,0,0,1,1,0,0
51,64630.85804298736,2,1,0,63.2527195272549,False,True,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,1,0
47,38599.91802295739,1,0,2,107.3249933277881,True,False,False,False,False,False,False,False,False,False,False,True,False,1,0,0,1,0,0,0,0
47,51513.46273932121,3,1,1,94.415102362571,False,True,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,1,0,0
43,37457.26570987367,3,0,0,95.2333130459908,False,True,False,False,False,False,False,True,False,False,False,False,False,1,0,1,1,0,0,0,0
53,31774.68642381971,1,1,0,96.35677989063755,False,True,False,False,False,False,False,False,False,False,True,False,False,0,0,0,1,1,0,0,1
57,48111.0958760387,3,0,0,122.02190302014816,True,False,False,False,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,1,1
54,51855.85639999219,1,1,1,107.3068065228566,False,True,False,False,False,False,True,False,False,False,False,False,False,0,1,0,0,0,0,0,1
64,39448.29686399899,1,1,2,140.43472436531405,False,True,False,False,False,False,False,False,False,True,False,False,False,1,0,0,0,0,0,0,1
45,45081.25641499564,4,0,3,110.63340523083338,False,True,False,False,False,False,False,False,False,False,False,False,True,0,1,0,0,0,1,1,1
50,55747.91481621604,2,1,2,51.17619569403362,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,1,1,0,1,0
31,44256.86728556887,1,0,2,121.961877229198,False,True,False,False,True,False,False,False,False,False,False,False,False,0,0,1,0,0,1,1,0
64,43664.81794208611,3,0,1,83.70978592617621,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0,1,0,0,0,0,1
59,54596.59270348579,2,0,2,88.82097880300601,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,1,0,0,0
62,39319.64129813288,2,0,2,101.3972620077382,False,True,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,1,0,1,0
44,58172.9357191385,1,0,2,122.06244802663493,True,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,1,1
50,41866.41092965801,4,1,3,106.44160579370512,True,False,False,False,False,False,False,False,False,True,False,False,False,1,1,1,0,0,0,0,0
49,41533.24646238379,4,0,2,131.56916170413706,False,True,False,False,True,False,False,False,False,False,False,False,False,1,1,0,0,1,1,0,0
54,63996.64521884777,4,1,1,93.60089616364236,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0,0,1,0,0,0,0
63,39898.9370752362,2,0,3,83.17114954947284,False,True,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,1,1,0,0
42,49544.57940942624,4,0,0,106.90665584067804,True,False,False,False,False,True,False,False,False,False,False,False,False,0,1,1,0,0,0,0,0
37,59959.13549249886,1,0,3,97.77326114639038,True,False,False,True,False,False,False,False,False,False,False,False,False,0,1,0,1,1,0,1,0
36,36126.30251546125,4,0,0,107.84913482860888,False,True,False,False,False,False,False,False,False,True,False,False,False,0,1,1,0,0,0,1,0
20,37704.61427797217,2,0,2,131.82865534327112,True,False,False,False,False,False,False,True,False,False,False,False,False,0,1,0,0,0,0,0,1
28,54173.16921360469,1,0,3,87.70039628074068,True,False,False,False,False,False,False,False,False,False,False,True,False,1,0,0,0,1,0,1,1
39,54348.243277081885,3,0,3,85.47040766666882,True,False,False,False,False,False,False,False,False,False,False,True,False,1,1,0,0,0,1,1,0
63,38621.380125068,3,1,3,129.63321955762612,False,True,False,False,False,False,False,False,False,False,False,True,False,1,0,1,1,0,1,1,0
